Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Center Freq (Hz)	Freq 5% (Hz)	Freq 25% (Hz)	Freq 75% (Hz)	Freq 95% (Hz)	BW 50% (Hz)	BW 90% (Hz)	Center Time Rel.	Time 5% Rel.	Time 25% Rel.	Time 75% Rel.	Time 95% Rel.	Dur 50% (s)	Dur 90% (s)	colour	source	type	site	pulse count
28	Spectrogram 1	1	40.640700000	42.060297497	127.900	3944.200	S1130_048K_LVR_10458035_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_150000.flac	40.6407	820.312	164.062	468.750	1828.125	3351.562	1359.375	3187.500	0.6308	0.0923	0.3231	0.8923	0.9385	0.7893	1.1733	green	aquatic	chain	LVR	5
64	Spectrogram 1	1	643.881900000	645.791447076	234.500	3709.600	S1130_048K_LVR_10458035_20250519_153000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_153000.flac	43.8819	1429.688	304.688	609.375	2601.562	3492.188	1992.188	3187.500	0.4944	0.0449	0.2247	0.7303	0.9438	0.9600	1.7067	green	aquatic	chain	LVR	9
104	Spectrogram 1	1	1215.100500000	1215.741203295	0.000	4050.800	S1130_048K_LVR_10458035_20250519_161500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_161500.flac	15.1005	1218.750	23.438	187.500	2648.438	3421.875	2460.938	3398.438	0.5517	0.0690	0.1724	0.6207	0.9655	0.2773	0.5547	green	aquatic	chain	LVR	3
150	Spectrogram 1	1	1803.996400000	1804.471310229	14.652	1435.897	S1130_048K_LVR_10458035_20250519_163000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_163000.flac	3.9964	187.500	23.438	70.312	609.375	1242.188	539.062	1218.750	0.4286	0.0000	0.2381	0.7143	0.9524	0.2133	0.4267	green	aquatic	chain	LVR	4
155	Spectrogram 1	1	1802.813600000	1803.252667948	29.304	1406.593	S1130_048K_LVR_10458035_20250519_163000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_163000.flac	2.8136	234.375	46.875	93.750	656.250	1242.188	562.500	1195.312	0.4500	0.0000	0.2500	0.7000	1.0000	0.1920	0.4267	green	aquatic	chain	LVR	4
201	Spectrogram 1	1	2438.888900000	2439.740154185	102.564	2446.886	S1130_048K_LVR_10458035_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_164500.flac	38.8889	562.500	117.188	234.375	1242.188	2203.125	1007.812	2085.938	0.4615	0.0256	0.2051	0.7436	0.9744	0.4480	0.7893	green	aquatic	chain	LVR	4
251	Spectrogram 1	1	3038.721100000	3039.536511903	175.824	3076.923	S1130_048K_LVR_10458035_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_170000.flac	38.7211	398.438	257.812	375.000	867.188	1992.188	492.188	1734.375	0.4865	0.4324	0.4865	0.5135	0.5135	0.0213	0.0640	green	aquatic	chain	LVR	4
333	Spectrogram 1	1	3628.835100000	3629.247286237	0.000	2051.282	S1130_048K_LVR_10458035_20250519_171500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_171500.flac	28.8351	187.500	0.000	46.875	726.562	1734.375	679.688	1734.375	0.4444	0.0000	0.1667	0.7222	1.0000	0.2133	0.3840	green	aquatic	chain	LVR	7
363	Spectrogram 1	1	4221.595000000	4223.100375821	293.040	1054.945	S1130_048K_LVR_10458035_20250519_173000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_173000.flac	21.5950	632.812	328.125	468.750	773.438	984.375	304.688	656.250	0.4058	0.0290	0.2029	0.7391	0.9855	0.7893	1.4080	green	aquatic	chain	LVR	6
370	Spectrogram 1	1	4224.758100000	4225.197167947	0.000	1421.245	S1130_048K_LVR_10458035_20250519_173000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_173000.flac	24.7581	304.688	0.000	70.312	656.250	1101.562	585.938	1101.562	0.4500	0.0000	0.2000	0.8000	0.9500	0.2560	0.4053	green	aquatic	chain	LVR	4
378	Spectrogram 1	1	4226.469500000	4227.365557037	322.344	1142.857	S1130_048K_LVR_10458035_20250519_173000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_173000.flac	26.4695	656.250	351.562	515.625	796.875	1031.250	281.250	679.688	0.4390	0.0488	0.1463	0.6829	0.9268	0.4693	0.7680	green	aquatic	chain	LVR	4
397	Spectrogram 1	1	4228.387100000	4234.292115870	307.692	1128.205	S1130_048K_LVR_10458035_20250519_173000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_173000.flac	28.3871	703.125	375.000	562.500	820.312	1054.688	257.812	679.688	0.6377	0.0616	0.3007	0.7283	0.8986	2.5173	4.9280	green	aquatic	chain	LVR	16
401	Spectrogram 1	1	4234.471300000	4234.775959392	29.304	1743.590	S1130_048K_LVR_10458035_20250519_173000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_173000.flac	34.4713	375.000	46.875	117.188	750.000	1453.125	632.812	1406.250	0.4286	0.0714	0.2143	0.7143	0.9286	0.1493	0.2560	green	aquatic	chain	LVR	2
561	Spectrogram 1	1	5417.455200000	5417.831543955	307.692	3267.399	S1130_048K_LVR_10458035_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_191500.flac	17.4552	2507.812	468.750	820.312	2695.312	2929.688	1875.000	2460.938	0.9375	0.1250	0.3750	1.0000	1.0000	0.2133	0.2987	green	aquatic	chain	LVR	2
580	Spectrogram 1	1	5435.994600000	5436.469510229	263.736	2095.238	S1130_048K_LVR_10458035_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_191500.flac	35.9946	773.438	328.125	515.625	1148.438	1875.000	632.812	1546.875	0.2857	0.0476	0.1429	0.6667	0.9524	0.2347	0.4053	green	aquatic	chain	LVR	2
636	Spectrogram 1	1	6025.761600000	6026.290273651	29.304	1260.073	S1130_048K_LVR_10458035_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_194500.flac	25.7616	257.812	46.875	93.750	703.125	1125.000	609.375	1078.125	0.4167	0.0000	0.1250	0.7083	0.9583	0.2987	0.4907	green	aquatic	chain	LVR	3
764	Spectrogram 1	1	6635.663100000	6636.442669622	249.084	2095.238	S1130_048K_LVR_10458035_20250519_201500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_201500.flac	35.6631	984.375	304.688	585.938	1406.250	1898.438	820.312	1593.750	0.6111	0.0556	0.2778	0.9167	0.9444	0.4907	0.6827	green	aquatic	chain	LVR	3
807	Spectrogram 1	1	7231.254500000	7231.863818785	703.297	2065.934	S1130_048K_LVR_10458035_20250519_203000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_203000.flac	31.2545	1265.625	750.000	937.500	1710.938	1968.750	773.438	1218.750	0.5926	0.0370	0.2963	0.8519	1.0000	0.3200	0.5547	green	aquatic	chain	LVR	2
834	Spectrogram 1	1	7845.385300000	7845.591393118	0.000	1509.158	S1130_048K_LVR_10458035_20250519_204500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_204500.flac	45.3853	117.188	0.000	46.875	539.062	1148.438	492.188	1148.438	0.4444	0.0000	0.2222	0.7778	1.0000	0.1067	0.1920	green	aquatic	chain	LVR	2
892	Spectrogram 1	1	8448.440800000	8450.188111222	219.780	2168.498	S1130_048K_LVR_10458035_20250519_210000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_210000.flac	48.4408	515.625	281.250	375.000	820.312	1804.688	445.312	1523.438	0.5432	0.1235	0.5432	0.5556	0.8889	0.0213	1.3227	green	aquatic	chain	LVR	5
897	Spectrogram 1	1	8446.039400000	8447.051944452	249.084	2139.194	S1130_048K_LVR_10458035_20250519_210000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_210000.flac	46.0394	492.188	281.250	375.000	773.438	1593.750	398.438	1312.500	0.9565	0.1739	0.9565	0.9565	0.9783	0.0000	0.7893	green	aquatic	chain	LVR	3
904	Spectrogram 1	1	8441.362000000	8442.240135895	322.344	2080.586	S1130_048K_LVR_10458035_20250519_210000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_210000.flac	41.3620	914.062	351.562	562.500	1429.688	1945.312	867.188	1593.750	0.5122	0.0488	0.2439	0.7561	0.9756	0.4480	0.8107	green	aquatic	chain	LVR	4
907	Spectrogram 1	1	8442.750900000	8443.127243956	278.388	2139.194	S1130_048K_LVR_10458035_20250519_210000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_210000.flac	42.7509	914.062	304.688	539.062	1453.125	1992.188	914.062	1687.500	0.4706	0.0000	0.2353	0.7647	1.0000	0.1920	0.3627	green	aquatic	chain	LVR	2
908	Spectrogram 1	1	8443.458800000	8444.256290763	263.736	2197.802	S1130_048K_LVR_10458035_20250519_210000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_210000.flac	43.4588	914.062	304.688	515.625	1476.562	2039.062	960.938	1734.375	0.5000	0.0278	0.2222	0.7500	0.9722	0.4053	0.7253	green	aquatic	chain	LVR	3
992	Spectrogram 1	1	9010.752700000	9014.498218413	200.000	3771.429	S1130_048K_LVR_10458035_20250519_213000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_213000.flac	10.7527	585.938	328.125	539.062	750.000	1734.375	210.938	1406.250	0.3333	0.1149	0.3333	0.3333	0.4080	0.0000	1.0880	green	aquatic	chain	LVR	13
1021	Spectrogram 1	1	9057.965900000	9059.973067762	328.571	1457.143	S1130_048K_LVR_10458035_20250519_213000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_213000.flac	57.9659	585.938	398.438	539.062	703.125	1289.062	164.062	890.625	0.6237	0.2151	0.6237	0.6237	0.7527	0.0000	1.0667	green	aquatic	chain	LVR	7
1075	Spectrogram 1	1	9639.695800000	9641.299742096	228.571	2571.429	S1130_048K_LVR_10458035_20250519_214500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_214500.flac	39.6958	867.188	257.812	492.188	1593.750	2390.625	1101.562	2132.812	0.5000	0.0541	0.2432	0.7027	0.9324	0.7253	1.3867	green	aquatic	chain	LVR	3
1101	Spectrogram 1	1	10200.071700000	10201.308258710	285.714	2200.000	S1130_048K_LVR_10458035_20250519_220000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_220000.flac	0.0717	843.750	492.188	679.688	1125.000	1382.812	445.312	890.625	0.5088	0.0000	0.0877	0.7018	0.9825	0.7467	1.1947	green	aquatic	chain	LVR	5
1194	Spectrogram 1	1	10813.279600000	10815.116516924	228.571	2200.000	S1130_048K_LVR_10458035_20250519_221500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_221500.flac	13.2796	867.188	351.562	585.938	1031.250	1500.000	445.312	1148.438	0.5647	0.1882	0.3294	0.7529	0.8941	0.7680	1.2800	green	aquatic	chain	LVR	7
1204	Spectrogram 1	1	10818.082400000	10819.292077000	285.714	2114.286	S1130_048K_LVR_10458035_20250519_221500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_221500.flac	18.0824	820.312	375.000	585.938	1007.812	1382.812	421.875	1007.812	0.7857	0.2679	0.4643	0.8571	0.9107	0.4693	0.7680	green	aquatic	chain	LVR	4
1243	Spectrogram 1	1	11411.630800000	11413.413953503	228.571	1385.714	S1130_048K_LVR_10458035_20250519_223000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_223000.flac	11.6308	632.812	234.375	375.000	1078.125	1289.062	703.125	1054.688	0.2073	0.0854	0.1463	0.5244	0.9024	0.6613	1.4293	green	aquatic	chain	LVR	6
1244	Spectrogram 1	1	11413.584200000	11414.614665592	257.143	1357.143	S1130_048K_LVR_10458035_20250519_223000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_223000.flac	13.5842	656.250	257.812	398.438	1101.562	1242.188	703.125	984.375	0.2708	0.1042	0.2500	0.5208	0.8958	0.2773	0.8107	green	aquatic	chain	LVR	3
1245	Spectrogram 1	1	11415.286700000	11416.388850155	300.000	1442.857	S1130_048K_LVR_10458035_20250519_223000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_223000.flac	15.2867	820.312	328.125	492.188	1171.875	1382.812	679.688	1054.688	0.2353	0.0980	0.2353	0.4902	0.8824	0.2773	0.8533	green	aquatic	chain	LVR	3
1262	Spectrogram 1	1	11424.695300000	11427.535800806	271.429	1328.571	S1130_048K_LVR_10458035_20250519_223000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_223000.flac	24.6953	679.688	304.688	421.875	1054.688	1242.188	632.812	937.500	0.2424	0.0682	0.0909	0.6061	0.9242	1.4507	2.4107	green	aquatic	chain	LVR	9
1304	Spectrogram 1	1	11453.566300000	11456.451603658	242.857	3342.857	S1130_048K_LVR_10458035_20250519_223000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_223000.flac	53.5663	1171.875	281.250	562.500	2062.500	3093.750	1500.000	2812.500	0.3333	0.0593	0.1037	0.6593	0.9333	1.6000	2.5173	green	aquatic	chain	LVR	12
1443	Spectrogram 1	1	12023.378100000	12023.763404526	42.857	1157.143	S1130_048K_LVR_10458035_20250519_234500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_234500.flac	23.3781	210.938	46.875	93.750	562.500	1007.812	468.750	960.938	0.4118	0.0588	0.2353	0.7059	1.0000	0.1707	0.3413	green	aquatic	chain	LVR	4
1598	Spectrogram 1	1	12645.179200000	12645.851242778	100.000	3271.429	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	45.1792	2039.062	164.062	585.938	2718.750	3023.438	2132.812	2859.375	0.5161	0.0645	0.3548	0.6129	0.9355	0.1707	0.5760	green	aquatic	chain	LVR	3
1607	Spectrogram 1	1	12648.189900000	12648.879863918	157.143	3000.000	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	48.1899	2015.625	210.938	656.250	2695.312	2812.500	2039.062	2601.562	0.5000	0.0625	0.3750	0.5938	0.9375	0.1493	0.5973	green	aquatic	chain	LVR	3
1614	Spectrogram 1	1	12649.453400000	12650.143363918	85.714	3257.143	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	49.4534	1921.875	117.188	492.188	2695.312	2976.562	2203.125	2859.375	0.5161	0.0645	0.3548	0.6129	0.9355	0.1707	0.5760	green	aquatic	chain	LVR	3
1619	Spectrogram 1	1	12650.994600000	12652.034026163	100.000	3685.714	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	50.9946	2742.188	140.625	890.625	3375.000	3562.500	2484.375	3421.875	0.3333	0.0417	0.1250	0.6875	0.9792	0.5760	0.9600	green	aquatic	chain	LVR	3
1860	Spectrogram 1	1	13252.454300000	13252.678314259	0.000	1785.714	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	52.4543	210.938	0.000	70.312	656.250	1476.562	585.938	1476.562	0.4000	0.0000	0.2000	0.7000	1.0000	0.1067	0.2133	green	aquatic	chain	LVR	2
1957	Spectrogram 1	1	13812.365600000	13812.786746807	142.857	2971.429	S1130_048K_LVR_10458035_20250520_010000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_010000.flac	12.3656	1875.000	234.375	656.250	2695.312	2812.500	2039.062	2578.125	0.7368	0.1053	0.3684	0.8421	0.8947	0.1920	0.3200	green	aquatic	chain	LVR	2
2443	Spectrogram 1	1	14440.062700000	14440.439043955	0.000	2042.857	S1130_048K_LVR_10458035_20250520_021500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_021500.flac	40.0627	257.812	0.000	70.312	796.875	1781.250	726.562	1781.250	0.5294	0.0000	0.1765	0.7647	0.9412	0.2133	0.3413	green	aquatic	chain	LVR	5
2449	Spectrogram 1	1	15011.953400000	15012.517915933	14.652	2197.802	S1130_048K_LVR_10458035_20250520_023000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_023000.flac	11.9534	421.875	23.438	117.188	960.938	1898.438	843.750	1875.000	0.5200	0.0400	0.2400	0.8000	0.9600	0.2987	0.4907	green	aquatic	chain	LVR	3
2659	Spectrogram 1	1	15631.603900000	15632.016086237	307.692	2051.282	S1130_048K_LVR_10458035_20250520_031500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_031500.flac	31.6039	914.062	351.562	515.625	1429.688	1921.875	914.062	1570.312	0.5000	0.0000	0.2222	0.7778	1.0000	0.2133	0.3840	green	aquatic	chain	LVR	2
2757	Spectrogram 1	1	16205.062700000	16206.084205022	175.824	3296.703	S1130_048K_LVR_10458035_20250520_034500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_034500.flac	5.0627	1195.312	210.938	492.188	2390.625	3093.750	1898.438	2882.812	0.4681	0.0426	0.2766	0.7234	0.9574	0.4480	0.9173	green	aquatic	chain	LVR	2
3086	Spectrogram 1	1	17434.462400000	17434.659532548	0.000	3384.615	S1130_048K_LVR_10458035_20250520_063000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_063000.flac	34.4624	304.688	0.000	70.312	1312.500	2929.688	1242.188	2929.688	0.3750	0.0000	0.1250	0.7500	1.0000	0.1067	0.1707	green	aquatic	chain	LVR	3
3131	Spectrogram 1	1	18041.281400000	18042.365629015	249.084	2329.670	S1130_048K_LVR_10458035_20250520_071500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_071500.flac	41.2814	984.375	281.250	515.625	1593.750	2179.688	1078.125	1898.438	0.5102	0.0408	0.2449	0.7347	0.9592	0.5120	0.9600	green	aquatic	chain	LVR	4
3177	Spectrogram 1	1	18636.326100000	18636.621798822	43.956	2490.842	S1130_048K_LVR_10458035_20250520_080000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_080000.flac	36.3261	398.438	70.312	210.938	820.312	1968.750	609.375	1898.438	0.7692	0.0769	0.3846	0.9231	1.0000	0.1493	0.2560	green	aquatic	chain	LVR	3
3279	Spectrogram 1	1	19225.009000000	19225.734806199	307.692	2007.326	S1130_048K_LVR_10458035_20250520_084500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_084500.flac	25.0090	914.062	351.562	585.938	1406.250	1875.000	820.312	1523.438	0.4242	0.0303	0.2424	0.6970	0.9394	0.3200	0.6400	green	aquatic	chain	LVR	2
3385	Spectrogram 1	1	19801.245500000	19804.157685369	205.128	2783.883	S1130_048K_LVR_10458035_20250520_094500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_094500.flac	1.2455	843.750	492.188	632.812	1031.250	1851.562	398.438	1359.375	0.5704	0.0963	0.1630	0.7037	0.9630	1.5573	2.4960	green	aquatic	chain	LVR	8
3442	Spectrogram 1	1	20453.091400000	20453.512546807	0.000	2344.322	S1130_048K_LVR_10458035_20250520_100000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_100000.flac	53.0914	1054.688	140.625	890.625	1289.062	1828.125	398.438	1687.500	0.7368	0.2632	0.7368	0.7895	0.7895	0.0213	0.2133	green	aquatic	chain	LVR	2
3511	Spectrogram 1	1	21055.905000000	21056.442634222	278.388	3047.619	S1130_048K_LVR_10458035_20250520_103000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_103000.flac	55.9050	1218.750	328.125	609.375	2085.938	2859.375	1476.562	2531.250	0.5000	0.0417	0.2083	0.7083	0.9583	0.2560	0.4693	green	aquatic	chain	LVR	2
3561	Spectrogram 1	1	21601.039400000	21601.424704526	0.000	3516.484	S1130_048K_LVR_10458035_20250520_114500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_114500.flac	1.0394	304.688	0.000	46.875	1710.938	2929.688	1664.062	2929.688	0.3529	0.0000	0.1176	0.7647	0.9412	0.2347	0.3413	green	aquatic	chain	LVR	4
3709	Spectrogram 1	1	22218.369200000	22218.942676503	190.476	2388.278	S1130_048K_LVR_10458035_20250520_134500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_134500.flac	18.3692	796.875	281.250	609.375	1546.875	2203.125	937.500	1921.875	0.7200	0.1200	0.5600	0.7600	0.8800	0.1067	0.4053	green	aquatic	chain	LVR	3
3722	Spectrogram 1	1	22220.716800000	22222.437229510	278.388	2300.366	S1130_048K_LVR_10458035_20250520_134500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_134500.flac	20.7168	632.812	375.000	492.188	984.375	2109.375	492.188	1734.375	0.6076	0.1013	0.2405	0.7215	0.8734	0.8107	1.3013	green	aquatic	chain	LVR	8
